1.00000000,2.20373223
1.00801603,2.26696092
1.01603206,1.93097153
1.02404810,2.01485446
1.03206413,2.24973262
1.04008016,2.18138512
1.04809619,2.13010551
1.05611222,2.09635290
1.06412826,1.99323187
1.07214429,2.63823092
1.08016032,1.97769660
1.08817635,1.97396447
1.09619238,2.34048721
1.10420842,2.48316825
1.11222445,2.15420985
1.12024048,2.22028130
1.12825651,1.81281308
1.13627255,1.56918903
1.14428858,3.01473358
1.15230461,2.41620864
1.16032064,2.33359622
1.16833667,2.20679827
1.17635271,2.74829415
1.18436874,2.39746320
1.19238477,2.52632485
1.20040080,2.49434835
1.20841683,2.37199366
1.21643287,2.63990989
1.22444890,2.60630264
1.23246493,2.30586622
1.24048096,2.98002079
1.24849699,2.69405913
1.25651303,2.76656637
1.26452906,2.51953352
1.27254509,2.83418693
1.28056112,2.79735267
1.28857715,2.64664849
1.29659319,2.15085724
1.30460922,3.17778796
1.31262525,3.13815651
1.32064128,2.88194176
1.32865731,2.65932888
1.33667335,2.84825149
1.34468938,2.73914895
1.35270541,2.36785823
1.36072144,2.77403206
1.36873747,3.22901330
1.37675351,2.81778191
1.38476954,2.86481393
1.39278557,3.07659141
1.40080160,3.18923821
1.40881764,2.25193346
1.41683367,2.60680971
1.42484970,2.71317966
1.43286573,2.84737838
1.44088176,3.16761585
1.44889780,2.80485463
1.45691383,2.82051385
1.46492986,3.06024772
1.47294589,2.69200499
1.48096192,2.96143118
1.48897796,2.77738464
1.49699399,3.07884105
1.50501002,2.74994371
1.51302605,2.71854285
1.52104208,2.83017037
1.52905812,2.62929040
1.53707415,3.09333114
1.54509018,3.65533276
1.55310621,3.51448943
1.56112224,2.97530436
1.56913828,3.55387048
1.57715431,3.37320513
1.58517034,3.24686391
1.59318637,3.79762299
1.60120240,3.24991224
1.60921844,3.73026157
1.61723447,3.34432144
1.62525050,3.52576411
1.63326653,2.41630307
1.64128257,3.31642062
1.64929860,3.52862823
1.65731463,4.14289218
1.66533066,3.98711692
1.67334669,2.91616187
1.68136273,3.73415669
1.68937876,3.41491481
1.69739479,3.46092606
1.70541082,3.67482308
1.71342685,3.18560021
1.72144289,3.79179052
1.72945892,4.18082362
1.73747495,3.76773674
1.74549098,4.40876701
1.75350701,3.70851085
1.76152305,4.15284166
1.76953908,4.13582919
1.77755511,3.42181622
1.78557114,3.88388797
1.79358717,4.06516380
1.80160321,3.63883788
1.80961924,3.90906906
1.81763527,3.92277521
1.82565130,3.86101449
1.83366733,3.56674175
1.84168337,4.12609194
1.84969940,3.65469573
1.85771543,4.28148185
1.86573146,3.64392860
1.87374749,4.16970053
1.88176353,3.93553068
1.88977956,4.34225060
1.89779559,3.70828352
1.90581162,4.28741818
1.91382766,4.10241432
1.92184369,3.97679892
1.92985972,3.82183253
1.93787575,3.90434385
1.94589178,4.02777298
1.95390782,4.23934977
1.96192385,3.72003575
1.96993988,3.73596816
1.97795591,4.15002443
1.98597194,4.28675448
1.99398798,4.32172771
2.00200401,5.11626804
2.01002004,4.11566580
2.01803607,4.32495352
2.02605210,4.48693812
2.03406814,3.94899808
2.04208417,4.26193925
2.05010020,4.15084043
2.05811623,4.75687604
2.06613226,4.43365987
2.07414830,4.07208075
2.08216433,4.20123739
2.09018036,4.57191493
2.09819639,4.47166336
2.10621242,3.92563910
2.11422846,4.63680812
2.12224449,5.10227894
2.13026052,5.61850170
2.13827655,4.80916715
2.14629259,5.02883781
2.15430862,4.69919110
2.16232465,4.79436470
2.17034068,5.03442039
2.17835671,4.34946287
2.18637275,4.61595173
2.19438878,4.63803088
2.20240481,4.47167088
2.21042084,4.55588834
2.21843687,5.10920101
2.22645291,4.57114166
2.23446894,4.40640022
2.24248497,4.46360993
2.25050100,4.91983659
2.25851703,5.28856794
2.26653307,4.48166943
2.27454910,4.72593042
2.28256513,4.76558679
2.29058116,5.44995077
2.29859719,4.86659905
2.30661323,4.93756572
2.31462926,4.76338171
2.32264529,5.23304649
2.33066132,4.92614383
2.33867735,5.18771713
2.34669339,4.78431175
2.35470942,4.61201345
2.36272545,5.13867374
2.37074148,4.99831668
2.37875752,5.22710581
2.38677355,5.24816149
2.39478958,5.11335936
2.40280561,5.62008104
2.41082164,5.25513811
2.41883768,5.20713193
2.42685371,5.05504689
2.43486974,5.10261572
2.44288577,5.47054149
2.45090180,5.67350560
2.45891784,5.31979283
2.46693387,5.72602365
2.47494990,5.70122503
2.48296593,5.97659278
2.49098196,6.01951686
2.49899800,5.34852930
2.50701403,5.95086478
2.51503006,5.35597867
2.52304609,5.02420529
2.53106212,5.22268177
2.53907816,5.35722910
2.54709419,5.02056356
2.55511022,5.23338661
