1.00000000,1.20071144
1.00801603,0.71346755
1.01603206,0.92090362
1.02404810,0.98732199
1.03206413,0.69964321
1.04008016,0.98442581
1.04809619,0.74894152
1.05611222,0.94080397
1.06412826,1.55142727
1.07214429,1.30601031
1.08016032,1.46594555
1.08817635,0.73102341
1.09619238,0.85124243
1.10420842,0.82449720
1.11222445,1.07950357
1.12024048,1.11663853
1.12825651,0.89006649
1.13627255,1.86758660
1.14428858,0.91039425
1.15230461,1.84090179
1.16032064,0.83218724
1.16833667,1.02520973
1.17635271,1.36313540
1.18436874,1.76393934
1.19238477,1.65190281
1.20040080,1.26326879
1.20841683,1.91044230
1.21643287,1.74945951
1.22444890,1.10902612
1.23246493,1.35918467
1.24048096,2.00765290
1.24849699,2.19033134
1.25651303,1.70974621
1.26452906,2.19238077
1.27254509,1.95173450
1.28056112,1.64988555
1.28857715,1.83870537
1.29659319,1.87703597
1.30460922,2.19244872
1.31262525,1.09996166
1.32064128,2.35817242
1.32865731,1.10947715
1.33667335,1.13170855
1.34468938,2.07186947
1.35270541,1.53633292
1.36072144,2.54470102
1.36873747,1.47448270
1.37675351,1.87963084
1.38476954,1.62380772
1.39278557,1.25278444
1.40080160,2.24719301
1.40881764,1.45411913
1.41683367,2.80946561
1.42484970,2.41870649
1.43286573,1.62467121
1.44088176,1.89957877
1.44889780,1.51583227
1.45691383,1.59162955
1.46492986,2.12383436
1.47294589,1.49905679
1.48096192,2.26576468
1.48897796,2.87798472
1.49699399,2.05621022
1.50501002,1.87920204
1.51302605,2.90335055
1.52104208,2.45070509
1.52905812,1.59026630
1.53707415,1.92324250
1.54509018,1.84534676
1.55310621,3.18852985
1.56112224,2.48503934
1.56913828,3.25571407
1.57715431,3.36115555
1.58517034,2.05003106
1.59318637,2.07749018
1.60120240,2.92570350
1.60921844,2.17479874
1.61723447,2.12039436
1.62525050,2.44869845
1.63326653,1.92787060
1.64128257,3.32992742
1.64929860,2.19563997
1.65731463,2.45090660
1.66533066,2.22293514
1.67334669,2.59946440
1.68136273,2.52774401
1.68937876,3.37432512
1.69739479,3.96049945
1.70541082,2.49895499
1.71342685,3.98369730
1.72144289,2.96159137
1.72945892,3.05636813
1.73747495,3.93064337
1.74549098,3.10159616
1.75350701,2.88239895
1.76152305,3.21951796
1.76953908,3.39852020
1.77755511,2.66821635
1.78557114,3.02934416
1.79358717,3.94197851
1.80160321,4.21313847
1.80961924,4.59180645
1.81763527,3.75478835
1.82565130,3.38799207
1.83366733,3.88823888
1.84168337,3.35749598
1.84969940,2.76304332
1.85771543,3.85471949
1.86573146,3.92953846
1.87374749,3.83202803
1.88176353,2.78860908
1.88977956,3.43166604
1.89779559,3.25215384
1.90581162,2.95771294
1.91382766,2.90304609
1.92184369,3.63107506
1.92985972,4.79280113
1.93787575,4.42692823
1.94589178,5.26140175
1.95390782,3.96355130
1.96192385,3.81282489
1.96993988,5.69780516
1.97795591,4.39032282
1.98597194,3.35460292
1.99398798,5.67265555
2.00200401,4.17404360
2.01002004,3.48026797
2.01803607,3.59774670
2.02605210,5.39300629
2.03406814,5.64568698
2.04208417,4.39759716
2.05010020,3.47559631
2.05811623,4.76640598
2.06613226,5.00127198
2.07414830,5.37184132
2.08216433,6.26914899
2.09018036,3.66584604
2.09819639,5.58484409
2.10621242,5.97671308
2.11422846,4.52493633
2.12224449,6.57187569
2.13026052,4.85808462
2.13827655,5.21371813
2.14629259,4.52089355
2.15430862,5.20069681
2.16232465,5.92507529
2.17034068,4.09306456
2.17835671,6.60254599
2.18637275,6.80055909
2.19438878,5.93744032
2.20240481,5.76944198
2.21042084,4.64824815
2.21843687,5.24680591
2.22645291,5.76121499
2.23446894,4.96436437
2.24248497,6.99139879
2.25050100,7.37555839
2.25851703,4.86722455
2.26653307,4.82467655
2.27454910,7.11310179
2.28256513,7.76084794
2.29058116,7.91467080
2.29859719,5.13818017
2.30661323,5.89074754
2.31462926,6.04406169
2.32264529,6.32068149
2.33066132,6.35501608
2.33867735,5.91593164
2.34669339,7.62638405
2.35470942,7.73294512
2.36272545,8.54404133
2.37074148,6.01090888
2.37875752,5.62951067
2.38677355,7.18181569
2.39478958,6.59443920
2.40280561,6.17082481
2.41082164,8.70231603
2.41883768,8.48510385
2.42685371,5.57010333
2.43486974,7.09518895
2.44288577,7.12362402
2.45090180,9.00045564
2.45891784,9.01183198
2.46693387,8.36720969
2.47494990,9.46927616
2.48296593,9.00525272
2.49098196,6.70885832
2.49899800,8.57224649
2.50701403,7.54288835
2.51503006,7.37277140
2.52304609,6.39131767
2.53106212,8.06515649
2.53907816,6.98856017
2.54709419,7.00062212
2.55511022,8.67266737
2.56312625,9.24149143
2.57114228,6.63341933
2.57915832,10.04226212
2.58717435,7.51518683
2.59519038,10.06382917
2.60320641,8.37914338
2.61122244,9.50233327
2.61923848,10.44942514
2.62725451,10.18884049
2.63527054,10.44476907
2.64328657,9.94490276
2.65130261,8.11105860
2.65931864,7.09222040
2.66733467,10.83959106
2.67535070,8.03543393
2.68336673,9.97899011
2.69138277,7.62720211
2.69939880,9.59544677
2.70741483,7.78360005
2.71543086,9.83105639
2.72344689,9.65582286
2.73146293,9.05995916
2.73947896,9.49390725
2.74749499,9.10535496
2.75551102,9.61241160
2.76352705,9.57491379
2.77154309,10.42625048
2.77955912,9.09767705
2.78757515,8.93858114
2.79559118,9.39180608
2.80360721,9.86900831
2.81162325,10.36387519
2.81963928,11.06034462
2.82765531,8.66434695
2.83567134,8.39102449
2.84368737,12.87750714
2.85170341,9.47934570
2.85971944,12.66856571
2.86773547,9.00583874
2.87575150,10.26102470
2.88376754,11.91913540
2.89178357,12.82854657
2.89979960,12.91008369
2.90781563,11.23878796
2.91583166,10.31840274
2.92384770,9.28924682
2.93186373,11.85416925
2.93987976,11.67569232
2.94789579,14.03177523
2.95591182,13.69225995
2.96392786,10.52116866
2.97194389,12.86288973
2.97995992,13.12586250
2.98797595,10.34210354
2.99599198,10.12131626
3.00400802,13.72484511
3.01202405,13.07035937
3.02004008,12.24677463
3.02805611,14.03093124
3.03607214,14.67105210
3.04408818,13.16300645
3.05210421,13.12438375
3.06012024,13.70886118
3.06813627,14.09121506
3.07615230,11.00741999
3.08416834,11.24402811
3.09218437,14.94158978
3.10020040,13.12116323
3.10821643,14.38864448
3.11623246,13.13162980
3.12424850,14.63620680
3.13226453,14.38101988
3.14028056,12.22144411
3.14829659,12.54155888
3.15631263,12.14284520
3.16432866,14.05298471
3.17234469,12.04936628
3.18036072,12.57703572
3.18837675,13.89299363
3.19639279,16.58528178
3.20440882,15.89234525
